Tanggal,Jam,Suhu (°C),Kelembapan (%),Tekanan (hPa),Kecepatan Angin,Arah Angin,Curah Hujan,Kondisi Cuaca
2025-05-29,02:00:00,29.3,67.0,1011.7,0.0,0.0,0.0,Berawan
2025-05-29,03:00:00,30.6,61.0,1011.7,1.0,240.0,0.0,Berawan
2025-05-29,04:00:00,32.1,56.0,1011.3,2.0,200.0,0.0,Berawan
2025-05-29,05:00:00,32.5,58.0,1010.6,3.0,180.0,0.0,Cerah
2025-05-29,06:00:00,32.6,58.0,1010.3,3.0,200.0,0.0,Cerah
2025-05-29,07:00:00,32.5,58.0,1009.5,2.0,180.0,0.0,Cerah
2025-05-29,08:00:00,32.2,58.0,1008.9,3.0,190.0,0.0,Cerah
2025-05-29,09:00:00,31.7,61.0,1008.7,2.0,190.0,0.0,Cerah
2025-05-29,10:00:00,31.0,66.0,1008.7,2.0,250.0,0.0,Cerah
2025-05-29,11:00:00,30.2,67.0,1009.2,0.0,0.0,0.0,Cerah
2025-05-29,12:00:00,29.7,70.0,1009.8,0.0,0.0,0.0,Cerah
2025-05-29,13:00:00,29.4,70.0,1010.3,1.0,40.0,0.0,Cerah
2025-05-29,14:00:00,28.8,70.0,1010.6,0.0,0.0,0.0,Cerah
2025-05-29,15:00:00,28.0,69.0,1011.3,0.0,0.0,0.0,Cerah
2025-05-29,16:00:00,27.3,67.0,1011.4,0.0,0.0,0.0,Cerah
2025-05-29,17:00:00,27.0,71.0,1011.3,0.0,0.0,0.0,Cerah
2025-05-29,18:00:00,26.6,72.0,1011.0,0.0,0.0,0.0,Cerah
2025-05-29,19:00:00,26.4,72.0,1010.5,0.0,0.0,0.0,Cerah
2025-05-29,20:00:00,25.6,75.0,1010.0,0.0,0.0,0.0,Cerah
2025-05-29,21:00:00,25.8,73.0,1010.0,0.0,0.0,0.0,Berawan
2025-05-29,22:00:00,25.4,75.0,1009.9,0.0,0.0,0.0,Cerah
2025-05-29,23:00:00,25.4,77.0,1010.4,0.0,0.0,0.0,Cerah
2025-05-30,00:00:00,25.2,77.0,1010.8,0.0,0.0,0.0,Berawan
2025-05-31,00:00:00,26.2,75.0,1012.8,0.0,0.0,0.0,Cerah
2025-05-31,01:00:00,27.2,73.0,1013.8,0.0,0.0,0.0,Cerah
2025-05-31,02:00:00,28.0,78.0,1014.4,1.0,210.0,0.0,Berawan
2025-05-31,03:00:00,28.7,75.0,1013.5,1.0,250.0,0.0,Cerah
2025-05-31,04:00:00,29.9,66.0,1013.6,2.0,190.0,0.0,Cerah
2025-05-31,05:00:00,30.4,66.0,1012.6,0.0,0.0,0.0,Berawan
2025-05-31,06:00:00,31.0,63.0,1011.6,3.0,210.0,0.0,Berawan
2025-05-31,07:00:00,31.9,56.0,1010.2,4.0,40.0,0.0,Cerah
2025-05-31,08:00:00,32.1,58.0,1009.8,1.0,200.0,0.0,Berawan
2025-05-31,09:00:00,31.8,63.0,1009.6,1.0,320.0,0.0,Cerah
2025-05-31,10:00:00,30.8,67.0,1009.7,0.0,0.0,0.0,Berawan
2025-05-31,11:00:00,29.4,72.0,1009.7,2.0,30.0,0.0,Cerah
2025-05-31,12:00:00,29.2,69.0,1010.2,1.0,360.0,0.0,Cerah
2025-05-31,13:00:00,28.6,70.0,1010.2,1.0,320.0,0.0,Cerah
2025-05-31,14:00:00,27.8,74.0,1011.5,0.0,0.0,0.0,Cerah
2025-05-31,15:00:00,27.4,76.0,1012.1,0.0,0.0,0.0,Berawan
2025-05-31,16:00:00,26.9,73.0,1012.4,0.0,0.0,0.0,Cerah
2025-05-31,17:00:00,26.8,70.0,1012.6,1.0,20.0,0.0,Cerah
2025-05-31,18:00:00,26.6,72.0,1012.2,1.0,330.0,0.0,Cerah
2025-05-31,19:00:00,26.3,76.0,1011.7,1.0,70.0,0.0,Cerah
2025-05-31,20:00:00,26.2,71.0,1011.2,0.0,0.0,0.0,Cerah
2025-05-31,21:00:00,26.0,73.0,1011.4,1.0,30.0,0.0,Cerah
2025-05-31,22:00:00,26.0,72.0,1011.8,0.0,0.0,0.0,Cerah
2025-05-31,23:00:00,25.9,73.0,1012.3,0.0,0.0,0.0,Berawan
2025-06-01,00:00:00,26.0,73.0,1012.5,1.0,80.0,0.0,Cerah
2025-06-01,01:00:00,27.1,71.0,1012.8,0.0,0.0,0.0,Cerah
2025-06-01,02:00:00,30.6,59.0,1013.0,0.0,0.0,0.0,Berawan
2025-06-01,03:00:00,32.9,53.0,1012.6,5.0,200.0,0.0,Berawan
2025-06-01,04:00:00,34.3,49.0,1012.7,1.0,230.0,0.0,Cerah
2025-06-01,05:00:00,35.3,41.0,1011.2,3.0,290.0,0.0,Berawan
2025-06-01,06:00:00,35.0,41.0,1012.3,3.0,290.0,0.0,Cerah
2025-06-01,07:00:00,35.3,40.0,1010.4,3.0,360.0,0.0,Cerah
2025-06-01,08:00:00,34.8,42.0,1009.7,3.0,50.0,0.0,Berawan
2025-06-01,09:00:00,34.3,46.0,1009.9,4.0,260.0,0.0,Berawan
2025-06-01,10:00:00,33.2,50.0,1010.4,0.0,0.0,0.0,Cerah
2025-06-01,11:00:00,31.3,61.0,1011.3,0.0,0.0,0.0,Berawan
2025-06-01,12:00:00,30.8,63.0,1011.3,0.0,0.0,0.0,Cerah
2025-06-01,13:00:00,29.8,65.0,1011.7,0.0,0.0,0.0,Berawan
2025-06-01,14:00:00,29.8,65.0,1011.7,3.0,20.0,0.0,Berawan
2025-06-01,15:00:00,29.0,65.0,1012.5,0.0,0.0,0.0,Cerah
2025-06-01,16:00:00,28.4,66.0,1012.4,0.0,0.0,0.0,Cerah
2025-06-01,17:00:00,27.8,66.0,1012.0,0.0,0.0,0.0,Cerah
2025-06-01,18:00:00,27.4,67.0,1011.5,0.0,0.0,0.0,Berawan
2025-06-01,19:00:00,26.9,68.0,1011.3,0.0,0.0,0.0,Berawan
2025-06-01,20:00:00,26.5,72.0,1011.2,0.0,0.0,0.0,Cerah
2025-06-01,21:00:00,26.2,72.0,1011.1,0.0,0.0,0.0,Cerah
2025-06-01,22:00:00,26.0,74.0,1011.4,0.0,0.0,0.0,Cerah
2025-06-01,23:00:00,25.9,75.0,1011.6,0.0,0.0,0.0,Cerah
2025-06-02,00:00:00,26.0,78.0,1011.9,0.0,0.0,0.0,Cerah
2025-06-02,01:00:00,27.7,70.0,1012.4,0.0,0.0,0.0,Berawan
2025-06-02,02:00:00,31.7,54.0,1012.2,2.0,350.0,0.0,Berawan
2025-06-02,03:00:00,33.0,54.0,1011.7,4.0,180.0,0.0,Cerah
2025-06-02,04:00:00,34.0,51.0,1011.2,4.0,300.0,0.0,Cerah
2025-06-02,05:00:00,33.0,54.0,1010.6,4.0,280.0,0.0,Cerah
2025-06-02,06:00:00,32.7,58.0,1010.1,5.0,270.0,0.0,Berawan
2025-06-02,07:00:00,32.8,58.0,1009.7,5.0,250.0,0.0,Cerah
2025-06-02,08:00:00,33.3,56.0,1008.9,2.0,230.0,0.0,Berawan
2025-06-02,09:00:00,32.7,55.0,1008.7,2.0,190.0,0.0,Berawan
2025-06-02,10:00:00,31.3,68.0,1009.3,1.0,200.0,0.0,Cerah
2025-06-02,11:00:00,31.2,67.0,1009.5,0.0,0.0,0.0,Cerah
2025-06-02,12:00:00,30.5,68.0,1010.1,0.0,0.0,0.0,Cerah
2025-06-02,13:00:00,29.6,73.0,1011.0,0.0,0.0,0.0,Cerah
2025-06-02,14:00:00,29.5,71.0,1011.5,0.0,0.0,0.0,Cerah
2025-06-02,15:00:00,28.9,77.0,1012.1,0.0,0.0,0.0,Hujan Ringan
2025-06-02,16:00:00,28.4,74.0,1012.0,0.0,0.0,0.0,Cerah
2025-06-02,17:00:00,27.8,69.0,1011.5,1.0,350.0,0.0,Cerah
2025-06-02,18:00:00,27.6,69.0,1011.1,3.0,320.0,0.0,Cerah
2025-06-02,19:00:00,27.0,71.0,1010.1,2.0,10.0,0.0,Cerah
2025-06-02,20:00:00,26.9,73.0,1009.6,0.0,0.0,0.0,Cerah
2025-06-02,21:00:00,26.6,70.0,1010.2,1.0,360.0,0.0,Cerah
2025-06-02,22:00:00,26.4,70.0,1010.3,0.0,0.0,0.0,Cerah
2025-06-02,23:00:00,26.0,71.0,1010.4,1.0,360.0,0.0,Berawan
2025-06-03,00:00:00,26.0,71.0,1011.0,0.0,0.0,0.0,Berawan
2025-06-03,01:00:00,28.4,62.0,1011.7,4.0,360.0,0.0,Cerah
2025-06-03,02:00:00,32.4,55.0,1011.5,2.0,30.0,0.0,Berawan
2025-06-03,03:00:00,33.4,52.0,1011.0,3.0,320.0,0.0,Berawan
2025-06-03,04:00:00,33.7,58.0,1010.0,2.0,310.0,0.0,Cerah
2025-06-03,05:00:00,33.6,57.0,1009.3,3.0,280.0,0.0,Berawan
2025-06-03,06:00:00,32.9,59.0,1008.7,3.0,190.0,0.0,Berawan
2025-06-03,07:00:00,32.5,62.0,1008.3,3.0,190.0,0.0,Berawan
2025-06-03,08:00:00,32.4,62.0,1007.8,2.0,220.0,0.0,Berawan
2025-06-03,09:00:00,31.6,64.0,1007.8,2.0,230.0,0.0,Cerah
2025-06-03,10:00:00,31.6,65.0,1008.3,1.0,240.0,0.0,Cerah
2025-06-03,11:00:00,31.0,67.0,1009.1,1.0,210.0,0.0,Berawan
2025-06-03,12:00:00,30.4,70.0,1009.9,0.0,0.0,0.0,Cerah
2025-06-03,13:00:00,30.0,73.0,1010.6,0.0,0.0,0.0,Berawan
2025-06-03,14:00:00,29.3,77.0,1011.5,0.0,0.0,0.0,Cerah
2025-06-03,15:00:00,28.7,80.0,1012.1,0.0,0.0,0.0,Cerah
2025-06-03,16:00:00,28.5,79.0,1012.4,0.0,0.0,0.0,Cerah
2025-06-03,17:00:00,27.7,79.0,1012.1,1.0,320.0,0.0,Berawan
2025-06-03,18:00:00,27.4,78.0,1011.4,1.0,300.0,0.0,Cerah
2025-06-03,19:00:00,27.4,78.0,1010.3,3.0,340.0,0.0,Cerah
2025-06-03,20:00:00,27.0,75.0,1009.7,0.0,0.0,0.0,Berawan
2025-06-03,21:00:00,26.9,73.0,1010.0,1.0,330.0,0.0,Cerah
2025-06-03,22:00:00,26.8,76.0,1010.7,0.0,0.0,0.0,Cerah
2025-06-03,23:00:00,26.1,76.0,1011.6,0.0,0.0,0.0,Berawan
2025-06-04,00:00:00,26.0,76.0,1011.6,0.0,0.0,0.0,Cerah
2025-06-04,01:00:00,28.0,67.0,1011.8,0.0,0.0,0.0,Cerah
2025-06-04,02:00:00,30.0,60.0,1012.1,1.0,90.0,0.0,Cerah
2025-06-04,03:00:00,33.1,52.0,1012.4,5.0,30.0,0.0,Berawan
2025-06-04,04:00:00,32.5,59.0,1012.0,4.0,270.0,0.0,Cerah
2025-06-04,05:00:00,32.6,58.0,1011.0,2.0,260.0,0.0,Berawan
2025-06-04,06:00:00,32.6,58.0,1011.0,5.0,290.0,0.0,Cerah
2025-06-04,07:00:00,32.9,59.0,1010.5,4.0,290.0,0.0,Berawan
2025-06-04,08:00:00,32.7,58.0,1010.1,3.0,290.0,0.0,Cerah
2025-06-04,09:00:00,32.6,57.0,1009.2,4.0,290.0,0.0,Cerah
2025-06-04,10:00:00,31.2,66.0,1009.7,1.0,290.0,0.0,Berawan
2025-06-04,11:00:00,30.6,71.0,1010.2,0.0,0.0,0.0,Cerah
2025-06-04,12:00:00,29.8,74.0,1010.7,0.0,0.0,0.0,Cerah
2025-06-04,13:00:00,29.6,76.0,1011.9,0.0,0.0,0.0,Cerah
2025-06-04,14:00:00,29.1,78.0,1012.7,0.0,0.0,0.0,Berawan
2025-06-04,15:00:00,28.6,71.0,1012.9,0.0,0.0,0.0,Cerah
2025-06-04,16:00:00,28.1,72.0,1012.2,0.0,0.0,0.0,Cerah
2025-06-04,17:00:00,27.5,73.0,1012.4,0.0,0.0,0.0,Cerah
2025-06-04,18:00:00,27.1,74.0,1011.8,0.0,0.0,0.0,Cerah
2025-06-04,19:00:00,26.5,74.0,1011.0,0.0,0.0,0.0,Cerah
2025-06-04,20:00:00,26.2,77.0,1010.4,1.0,320.0,0.0,Berawan
2025-06-04,21:00:00,26.2,76.0,1011.1,3.0,60.0,0.0,Cerah
2025-06-04,22:00:00,26.3,86.0,1011.9,0.0,0.0,0.0,Hujan Ringan
2025-06-04,23:00:00,25.3,90.0,1012.5,5.0,40.0,0.0,Cerah
2025-06-05,00:00:00,25.4,89.0,1012.7,1.0,300.0,7.9,Cerah
2025-06-05,01:00:00,25.7,88.0,1012.8,3.0,70.0,0.0,Cerah
2025-06-05,02:00:00,27.1,79.0,1012.4,1.0,340.0,0.0,Berawan
2025-06-05,03:00:00,30.8,62.0,1011.8,3.0,70.0,0.0,Cerah
2025-06-05,04:00:00,32.2,61.0,1011.6,4.0,310.0,0.0,Cerah
2025-06-05,05:00:00,31.0,65.0,1011.4,4.0,290.0,0.0,Cerah
2025-06-05,06:00:00,31.1,67.0,1011.2,3.0,300.0,0.0,Cerah
2025-06-05,07:00:00,31.5,65.0,1010.5,3.0,290.0,0.0,Cerah
2025-06-05,08:00:00,30.8,68.0,1010.0,1.0,300.0,0.0,Berawan
2025-06-05,09:00:00,30.7,68.0,1010.0,3.0,210.0,0.0,Cerah
2025-06-05,10:00:00,30.1,69.0,1010.0,1.0,350.0,0.0,Cerah
2025-06-05,11:00:00,29.2,70.0,1009.3,6.0,270.0,0.0,Hujan Ringan
2025-06-05,12:00:00,27.3,87.0,1011.7,0.0,0.0,5.5,Hujan Sedang
2025-06-05,13:00:00,27.1,87.0,1011.9,2.0,360.0,0.0,Cerah
2025-06-05,14:00:00,26.8,81.0,1013.0,2.0,20.0,0.0,Cerah
2025-06-05,15:00:00,26.2,83.0,1013.0,3.0,10.0,0.0,Cerah
2025-06-05,16:00:00,25.9,80.0,1012.5,2.0,20.0,0.0,Cerah
2025-06-05,17:00:00,25.9,79.0,1012.1,0.0,0.0,0.0,Cerah
2025-06-05,18:00:00,25.8,79.0,1011.7,2.0,50.0,0.0,Cerah
2025-06-05,19:00:00,25.5,80.0,1010.9,0.0,0.0,0.0,Cerah
2025-06-05,20:00:00,25.1,84.0,1010.6,0.0,0.0,0.0,Cerah
2025-06-05,21:00:00,24.9,84.0,1010.7,1.0,60.0,0.0,Cerah
2025-06-05,22:00:00,24.8,84.0,1010.8,0.0,0.0,0.0,Cerah
2025-06-05,23:00:00,24.7,83.0,1011.2,0.0,0.0,0.0,Cerah
2025-06-06,00:00:00,24.7,84.0,1011.9,0.0,0.0,0.0,Cerah
